Time,Source,Destination,Protocol,Length,Info
1970-01-01 00:00:03.792124000,172.16.0.8,64.13.134.52,TCP,58,36050  >  5102 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.792188000,172.16.0.8,64.13.134.52,TCP,58,36050  >  5877 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:03.792253000,172.16.0.8,64.13.134.52,TCP,58,36050  >  1037 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.792319000,172.16.0.8,64.13.134.52,TCP,58,36050  >  5907 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.792384000,172.16.0.8,64.13.134.52,TCP,58,36050  >  211 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:03.792439000,172.16.0.8,64.13.134.52,TCP,58,36050  >  2035 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.796589000,172.16.0.8,64.13.134.52,TCP,58,36050  >  144 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:03.796647000,172.16.0.8,64.13.134.52,TCP,58,36050  >  1112 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.796710000,172.16.0.8,64.13.134.52,TCP,58,36050  >  2170 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.796774000,172.16.0.8,64.13.134.52,TCP,58,36050  >  6101 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.796838000,172.16.0.8,64.13.134.52,TCP,58,36050  >  800 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:03.796903000,172.16.0.8,64.13.134.52,TCP,58,36050  >  8994 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.796966000,172.16.0.8,64.13.134.52,TCP,58,36050  >  2399 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:03.797033000,172.16.0.8,64.13.134.52,TCP,58,36050  >  3580 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.797097000,172.16.0.8,64.13.134.52,TCP,58,36050  >  89 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.797161000,172.16.0.8,64.13.134.52,TCP,58,36050  >  8873 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.797225000,172.16.0.8,64.13.134.52,TCP,58,36050  >  7106 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.797289000,172.16.0.8,64.13.134.52,TCP,58,36050  >  8087 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.797343000,172.16.0.8,64.13.134.52,TCP,58,36050  >  9594 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.797407000,172.16.0.8,64.13.134.52,TCP,58,36050  >  1099 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.797470000,172.16.0.8,64.13.134.52,TCP,58,36050  >  34573 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.797534000,172.16.0.8,64.13.134.52,TCP,58,36050  >  5030 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:03.797598000,172.16.0.8,64.13.134.52,TCP,58,36050  >  2702 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.840380000,172.16.0.8,64.13.134.52,TCP,58,36051  >  32783 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.840462000,172.16.0.8,64.13.134.52,TCP,58,36051  >  1443 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:03.840515000,172.16.0.8,64.13.134.52,TCP,58,36051  >  19801 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:03.840567000,172.16.0.8,64.13.134.52,TCP,58,36051  >  5802 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:03.840619000,172.16.0.8,64.13.134.52,TCP,58,36051  >  9081 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:03.840672000,172.16.0.8,64.13.134.52,TCP,58,36051  >  1137 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.840724000,172.16.0.8,64.13.134.52,TCP,58,36051  >  1900 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:03.840776000,172.16.0.8,64.13.134.52,TCP,58,36051  >  4443 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:03.840828000,172.16.0.8,64.13.134.52,TCP,58,36051  >  50500 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.840880000,172.16.0.8,64.13.134.52,TCP,58,36051  >  2604 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.840932000,172.16.0.8,64.13.134.52,TCP,58,36051  >  1059 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.840985000,172.16.0.8,64.13.134.52,TCP,58,36051  >  10616 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.841037000,172.16.0.8,64.13.134.52,TCP,58,36051  >  12000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:03.841089000,172.16.0.8,64.13.134.52,TCP,58,36051  >  31038 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.841148000,172.16.0.8,64.13.134.52,TCP,58,36050  >  9002 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:03.841200000,172.16.0.8,64.13.134.52,TCP,58,36050  >  5998 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.841252000,172.16.0.8,64.13.134.52,TCP,58,36050  >  9503 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:03.841303000,172.16.0.8,64.13.134.52,TCP,58,36050  >  1062 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:03.841355000,172.16.0.8,64.13.134.52,TCP,58,36050  >  1217 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:03.841407000,172.16.0.8,64.13.134.52,TCP,58,36050  >  50001 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:03.841459000,172.16.0.8,64.13.134.52,TCP,58,36050  >  3325 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.841512000,172.16.0.8,64.13.134.52,TCP,58,36050  >  1011 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.841565000,172.16.0.8,64.13.134.52,TCP,58,36050  >  1117 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:03.841616000,172.16.0.8,64.13.134.52,TCP,58,36050  >  1533 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:03.841668000,172.16.0.8,64.13.134.52,TCP,58,36050  >  3404 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.900397000,172.16.0.8,64.13.134.52,TCP,58,36051  >  2035 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.900489000,172.16.0.8,64.13.134.52,TCP,58,36051  >  211 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.900554000,172.16.0.8,64.13.134.52,TCP,58,36051  >  5907 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:03.900624000,172.16.0.8,64.13.134.52,TCP,58,36051  >  1037 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.900688000,172.16.0.8,64.13.134.52,TCP,58,36051  >  5877 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:03.900752000,172.16.0.8,64.13.134.52,TCP,58,36051  >  5102 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.900837000,172.16.0.8,64.13.134.52,TCP,58,36051  >  9080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:03.900906000,172.16.0.8,64.13.134.52,TCP,58,36051  >  667 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.900971000,172.16.0.8,64.13.134.52,TCP,58,36051  >  9878 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.901035000,172.16.0.8,64.13.134.52,TCP,58,36051  >  5902 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:03.901100000,172.16.0.8,64.13.134.52,TCP,58,36051  >  13782 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:03.901164000,172.16.0.8,64.13.134.52,TCP,58,36051  >  1174 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.901219000,172.16.0.8,64.13.134.52,TCP,58,36051  >  16992 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.901282000,172.16.0.8,64.13.134.52,TCP,58,36051  >  7019 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.901347000,172.16.0.8,64.13.134.52,TCP,58,36051  >  45100 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.901411000,172.16.0.8,64.13.134.52,TCP,58,36051  >  2381 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.901484000,172.16.0.8,64.13.134.52,TCP,58,36051  >  4445 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.901548000,172.16.0.8,64.13.134.52,TCP,58,36051  >  1783 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.901632000,172.16.0.8,64.13.134.52,TCP,58,36050  >  902 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.901696000,172.16.0.8,64.13.134.52,TCP,58,36050  >  3690 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.901765000,172.16.0.8,64.13.134.52,TCP,58,36050  >  8089 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.901829000,172.16.0.8,64.13.134.52,TCP,58,36050  >  1010 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:03.901893000,172.16.0.8,64.13.134.52,TCP,58,36050  >  8402 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:03.901964000,172.16.0.8,64.13.134.52,TCP,58,36050  >  9090 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:03.902027000,172.16.0.8,64.13.134.52,TCP,58,36050  >  3527 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.902091000,172.16.0.8,64.13.134.52,TCP,58,36050  >  992 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.902155000,172.16.0.8,64.13.134.52,TCP,58,36050  >  8652 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.902219000,172.16.0.8,64.13.134.52,TCP,58,36050  >  255 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.902287000,172.16.0.8,64.13.134.52,TCP,58,36050  >  33354 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:03.902351000,172.16.0.8,64.13.134.52,TCP,58,36050  >  1050 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:03.902415000,172.16.0.8,64.13.134.52,TCP,58,36050  >  1782 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.902479000,172.16.0.8,64.13.134.52,TCP,58,36050  >  406 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:03.902543000,172.16.0.8,64.13.134.52,TCP,58,36050  >  22939 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:03.906684000,172.16.0.8,64.13.134.52,TCP,58,36051  >  2702 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:03.906739000,172.16.0.8,64.13.134.52,TCP,58,36051  >  5030 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.906792000,172.16.0.8,64.13.134.52,TCP,58,36051  >  34573 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.906863000,172.16.0.8,64.13.134.52,TCP,58,36051  >  1099 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:03.906916000,172.16.0.8,64.13.134.52,TCP,58,36051  >  9594 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:03.906968000,172.16.0.8,64.13.134.52,TCP,58,36051  >  8087 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:03.907019000,172.16.0.8,64.13.134.52,TCP,58,36051  >  7106 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:03.907084000,172.16.0.8,64.13.134.52,TCP,58,36051  >  8873 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.907148000,172.16.0.8,64.13.134.52,TCP,58,36051  >  89 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.907213000,172.16.0.8,64.13.134.52,TCP,58,36051  >  3580 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:03.907277000,172.16.0.8,64.13.134.52,TCP,58,36051  >  2399 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.907342000,172.16.0.8,64.13.134.52,TCP,58,36051  >  8994 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.907398000,172.16.0.8,64.13.134.52,TCP,58,36051  >  800 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:03.907463000,172.16.0.8,64.13.134.52,TCP,58,36051  >  6101 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.907527000,172.16.0.8,64.13.134.52,TCP,58,36051  >  2170 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.907591000,172.16.0.8,64.13.134.52,TCP,58,36051  >  1112 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.907656000,172.16.0.8,64.13.134.52,TCP,58,36051  >  144 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:03.950346000,172.16.0.8,64.13.134.52,TCP,58,36051  >  3404 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.950426000,172.16.0.8,64.13.134.52,TCP,58,36051  >  1533 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.950491000,172.16.0.8,64.13.134.52,TCP,58,36051  >  1117 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:03.950559000,172.16.0.8,64.13.134.52,TCP,58,36051  >  1011 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:03.950623000,172.16.0.8,64.13.134.52,TCP,58,36051  >  3325 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:03.950689000,172.16.0.8,64.13.134.52,TCP,58,36051  >  50001 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:03.950743000,172.16.0.8,64.13.134.52,TCP,58,36051  >  1217 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.950889000,172.16.0.8,64.13.134.52,TCP,58,36051  >  1062 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:03.950943000,172.16.0.8,64.13.134.52,TCP,58,36051  >  9503 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.951006000,172.16.0.8,64.13.134.52,TCP,58,36051  >  5998 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:03.951071000,172.16.0.8,64.13.134.52,TCP,58,36051  >  9002 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:03.951147000,172.16.0.8,64.13.134.52,TCP,58,36050  >  524 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.951211000,172.16.0.8,64.13.134.52,TCP,58,36050  >  5100 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:03.951275000,172.16.0.8,64.13.134.52,TCP,58,36050  >  1091 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.951345000,172.16.0.8,64.13.134.52,TCP,58,36050  >  15000 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.951409000,172.16.0.8,64.13.134.52,TCP,58,36050  >  19 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.951481000,172.16.0.8,64.13.134.52,TCP,58,36050  >  2042 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:03.951565000,172.16.0.8,64.13.134.52,TCP,58,36050  >  1138 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.951633000,172.16.0.8,64.13.134.52,TCP,58,36050  >  5960 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.951686000,172.16.0.8,64.13.134.52,TCP,58,36050  >  2144 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:03.951739000,172.16.0.8,64.13.134.52,TCP,58,36050  >  1106 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.951792000,172.16.0.8,64.13.134.52,TCP,58,36050  >  4446 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.951845000,172.16.0.8,64.13.134.52,TCP,58,36050  >  5432 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.951898000,172.16.0.8,64.13.134.52,TCP,58,36050  >  8085 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:03.951950000,172.16.0.8,64.13.134.52,TCP,58,36050  >  2119 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:04.010347000,172.16.0.8,64.13.134.52,TCP,58,36051  >  22939 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:04.010422000,172.16.0.8,64.13.134.52,TCP,58,36051  >  406 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:04.010488000,172.16.0.8,64.13.134.52,TCP,58,36051  >  1782 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:04.010553000,172.16.0.8,64.13.134.52,TCP,58,36051  >  1050 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:04.010617000,172.16.0.8,64.13.134.52,TCP,58,36051  >  33354 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:04.010682000,172.16.0.8,64.13.134.52,TCP,58,36051  >  255 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:04.010737000,172.16.0.8,64.13.134.52,TCP,58,36051  >  8652 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:04.010801000,172.16.0.8,64.13.134.52,TCP,58,36051  >  992 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:04.010865000,172.16.0.8,64.13.134.52,TCP,58,36051  >  3527 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:04.010929000,172.16.0.8,64.13.134.52,TCP,58,36051  >  9090 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:04.010994000,172.16.0.8,64.13.134.52,TCP,58,36051  >  8402 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:04.011058000,172.16.0.8,64.13.134.52,TCP,58,36051  >  1010 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:04.011125000,172.16.0.8,64.13.134.52,TCP,58,36051  >  8089 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:04.011190000,172.16.0.8,64.13.134.52,TCP,58,36051  >  3690 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:04.011254000,172.16.0.8,64.13.134.52,TCP,58,36051  >  902 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:04.011331000,172.16.0.8,64.13.134.52,TCP,58,36050  >  1971 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:04.011395000,172.16.0.8,64.13.134.52,TCP,58,36050  >  5222 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:04.011462000,172.16.0.8,64.13.134.52,TCP,58,36050  >  1100 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:04.011633000,172.16.0.8,64.13.134.52,TCP,58,36050  >  6668 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:04.011699000,172.16.0.8,64.13.134.52,TCP,58,36050  >  8600 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:04.011768000,172.16.0.8,64.13.134.52,TCP,58,36050  >  5000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:04.011835000,172.16.0.8,64.13.134.52,TCP,58,36050  >  714 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:04.011899000,172.16.0.8,64.13.134.52,TCP,58,36050  >  7921 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:04.011964000,172.16.0.8,64.13.134.52,TCP,58,36050  >  6112 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:04.012028000,172.16.0.8,64.13.134.52,TCP,58,36050  >  50300 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:04.012093000,172.16.0.8,64.13.134.52,TCP,58,36050  >  6156 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:04.012162000,172.16.0.8,64.13.134.52,TCP,58,36050  >  13783 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:04.012227000,172.16.0.8,64.13.134.52,TCP,58,36050  >  8007 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:04.012291000,172.16.0.8,64.13.134.52,TCP,58,36050  >  32773 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:04.012356000,172.16.0.8,64.13.134.52,TCP,58,36050  >  1105 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:04.012420000,172.16.0.8,64.13.134.52,TCP,58,36050  >  5050 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:04.012489000,172.16.0.8,64.13.134.52,TCP,58,36050  >  1175 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:04.012554000,172.16.0.8,64.13.134.52,TCP,58,36050  >  3260 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:04.016649000,172.16.0.8,64.13.134.52,TCP,58,36050  >  9001 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:04.016703000,172.16.0.8,64.13.134.52,TCP,58,36050  >  15003 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:04.016754999,172.16.0.8,64.13.134.52,TCP,58,36050  >  70 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:04.016813000,172.16.0.8,64.13.134.52,TCP,58,36050  >  2003 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:04.016876000,172.16.0.8,64.13.134.52,TCP,58,36050  >  1030 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:04.016941000,172.16.0.8,64.13.134.52,TCP,58,36050  >  543 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:04.017005000,172.16.0.8,64.13.134.52,TCP,58,36050  >  1132 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:04.017069000,172.16.0.8,64.13.134.52,TCP,58,36050  >  64623 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:04.017133000,172.16.0.8,64.13.134.52,TCP,58,36050  >  6007 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:04.017202000,172.16.0.8,64.13.134.52,TCP,58,36050  >  3300 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:04.017265000,172.16.0.8,64.13.134.52,TCP,58,36050  >  222 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:04.017329000,172.16.0.8,64.13.134.52,TCP,58,36050  >  8194 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:04.017393000,172.16.0.8,64.13.134.52,TCP,58,36050  >  10628 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:04.017456000,172.16.0.8,64.13.134.52,TCP,58,36050  >  4444 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:04.017645000,172.16.0.8,64.13.134.52,TCP,58,36050  >  79 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:04.017718000,172.16.0.8,64.13.134.52,TCP,58,36050  >  7938 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:04.017783000,172.16.0.8,64.13.134.52,TCP,58,36050  >  1032 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:04.060352000,172.16.0.8,64.13.134.52,TCP,58,36051  >  2119 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:04.060429000,172.16.0.8,64.13.134.52,TCP,58,36051  >  8085 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:04.060494000,172.16.0.8,64.13.134.52,TCP,58,36051  >  5432 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:04.060558000,172.16.0.8,64.13.134.52,TCP,58,36051  >  4446 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:04.060623000,172.16.0.8,64.13.134.52,TCP,58,36051  >  1106 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:04.060687000,172.16.0.8,64.13.134.52,TCP,58,36051  >  2144 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:04.060753000,172.16.0.8,64.13.134.52,TCP,58,36051  >  5960 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:04.060818000,172.16.0.8,64.13.134.52,TCP,58,36051  >  1138 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:04.060883000,172.16.0.8,64.13.134.52,TCP,58,36051  >  2042 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:04.060947000,172.16.0.8,64.13.134.52,TCP,58,36051  >  19 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:04.061012000,172.16.0.8,64.13.134.52,TCP,58,36051  >  15000 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
